BookID,Title,Author,Downloads
10329,Snubby Nose and Tippy Toes,"Smith, Laura Rountree",0
1033,Rose o' the River,"Wiggin, Kate Douglas Smith",22
10330,Fruitfulness,"Zola, Émile",13
10331,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 324, July 26, 1828",Various,3
10332,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 325, August 2, 1828",Various,2
10333,The European Anarchy,"Dickinson, G. Lowes (Goldsworthy Lowes)",6
10334,Van 't  viooltje dat weten wilde,"Metz-Koning, Maria Catherina",6
10335,Children's Rights: A Book of Nursery Logic,"Smith, Nora Archibald",28
10336,"A Select Collection of Old English Plays, Volume 7","Dodsley, Robert",11
10337,Lady into Fox,"Garnett, R. A. (Rachel Alice)",55
10338,With the Turks in Palestine,"Aaronsohn, Alexander",80
10339,An Antarctic Mystery,"Verne, Jules",129
1034,Poems,"Owen, Wilfred",284
10340,"Dab Kinzer
A Story of a Growing Boy","Stoddard, William Osborn",17
10341,"The Great Events by Famous Historians, Volume 21
The Recent Days (1910-1914)","Horne, Charles F. (Charles Francis)",12
10342,The Velvet Glove,"Merriman, Henry Seton",10
10343,"The Works of Charles and Mary Lamb — Volume 2
Elia and The Last Essays of Elia","Lamb, Charles",84
10344,Autumn Anthem,"Erickson, Joel A.",2
10345,Domestic Manners of the Americans,"Trollope, Frances Milton",61
10346,C'Était ainsi...,"Buysse, Cyriël",5
10347,Free from School,"Alvares, Rahul",7
10348,Go to Sea Once More,"McGuinn, Roger",7
10349,Naar het middelpunt der Aarde,"Verne, Jules",126
1035,The Man Against the Sky: A Book of Poems,"Robinson, Edwin Arlington",24
10350,"The Works of Samuel Johnson, Volume 06
Reviews, Political Tracts, and Lives of Eminent Persons","Johnson, Samuel",31
10351,"The Works of Samuel Johnson, Volume 10
Parlimentary Debates I","Johnson, Samuel",20
10352,"The Works of Samuel Johnson, Volume 11.
Parlimentary Debates II.","Johnson, Samuel",12
10353,Satyros oder Der vergötterte Waldteufel,"Goethe, Johann Wolfgang von",28
10354,"Die Laune des Verliebten
Ein Schäferspiel in Versen und einem Akt","Goethe, Johann Wolfgang von",23
10355,"Travels in Morocco, Volume 1.","Richardson, James",20
10356,"Travels in Morocco, Volume 2.","Richardson, James",14
10357,"Life of Johnson, Volume 4
1780-1784","Boswell, James",40
10358,The Boss of Little Arcady,"Wilson, Harry Leon",15
10359,Aunt Jane's Nieces at Millville,"Baum, L. Frank (Lyman Frank)",18
1036,Joe Wilson and His Mates,"Lawson, Henry",39
10360,Kitty's Class Day and Other Stories,"Alcott, Louisa May",74
10361,The Creative Process in the Individual,"Troward, T. (Thomas)",51
10362,Sketches of the East Africa Campaign,"Dolbey, Robert Valentine",45
10363,The Bravo: A Tale,"Cooper, James Fenimore",39
10364,Yeast: a Problem,"Kingsley, Charles",22
10365,Precaution: A Novel,"Bryant, William Cullen",26
10366,"Freedom's Battle
Being a Comprehensive Collection of Writings and Speeches on the Present Situation","Gandhi, Mahatma",110
10367,Poems,"Carr, John, Sir",2
10368,The Vizier of the Two-Horned Alexander,"Stockton, Frank Richard",12
10369,"Memoir and Diary of John Yeardley, Minister of the Gospel","Yeardley, John",4
1037,The Life of John Bunyan,"Venables, Edmund",18
10370,"Sustained honor
The Age of Liberty Established","Musick, John R. (John Roy)",28
10371,The Cinema Murder,"Oppenheim, E. Phillips (Edward Phillips)",31
10372,"Bunch Grass
A Chronicle of Life on a Cattle Ranch","Vachell, Horace Annesley",37
10373,The Middle Temple Murder,"Fletcher, J. S. (Joseph Smith)",131
10374,The Ramblin' Kid,"Bowman, Earl Wayland",3
10375,England's Antiphon,"MacDonald, George",9
10376,American Indian Stories,Zitkala-Sa,120
10377,The Evil Guest,"Le Fanu, Joseph Sheridan",71
10378,Autobiography,"Mill, John Stuart",140
10379,At Love's Cost,"Garvice, Charles",8
1038,Style,"Raleigh, Walter Alexander, Sir",19
10380,Bible Stories and Religious Classics,"Wells, Philip P. (Philip Patterson)",45
10381,"The History of a Crime
The Testimony of an Eye-Witness","Locker, Arthur, 1828-1893",44
10382,"Memoir of William Watts McNair, Late of ""Connaught house,"" Mussooree, of the Indian Survey Department, the First European Explorer of Kafiristan","Howard, J. E.",8
10383,"The Maternal Management of Children, in Health and Disease","Bull, Thomas",4
10384,Le Pays de l'or,"Conscience, Hendrik",3
10385,"Histoire de la Révolution française, Tome 3","Thiers, Adolphe",20
10386,"Thoughts on the Necessity of Improving the Condition of the Slaves in the British Colonies
With a View to Their Ultimate Emancipation; and on the Practicability, the Safety, and the Advantages of the Latter Measure.","Clarkson, Thomas",11
10387,A Century Too Soon: The Age of Tyranny,"Carter, F. A. (Freeland A.)",8
10388,"A Collection of Old English Plays, Volume 1","Bullen, A. H. (Arthur Henry)",15
10389,"Northern Trails, Book I.","Long, William J. (William Joseph)",8
1039,Missionary Travels and Researches in South Africa,"Livingstone, David",232
10390,The Edinburgh Lectures on Mental Science,"Troward, T. (Thomas)",78
10391,The Wolf's Long Howl,"Waterloo, Stanley",21
10392,The Reminiscences of Sir Henry Hawkins (Baron Brampton),"Harris, Richard",3
10393,Making the House a Home,"Guest, Edgar A. (Edgar Albert)",17
10394,Stolen Treasure,"Pyle, Howard",61
10395,Joy and Power: Three Messages with One Meaning,"Van Dyke, Henry",9
10396,"Andy the Acrobat
Or, Out with the Greatest Show on Earth","Harkness, Peter T.",0
10397,"Affairs of State
Being an Account of Certain Surprising Adventures Which Befell an American Family in the Land of Windmills","Stevenson, Burton Egbert",9
10398,The American Child,"McCracken, Elizabeth",5
10399,The Story of Louis Riel: the Rebel Chief,"Collins, J. E. (Joseph Edmund)",4
104,"Inaugural Address of Franklin Delano Roosevelt
Given in Washington, D.C. March 4th, 1933","Roosevelt, Franklin D. (Franklin Delano)",17
1040,The Three Taverns: A Book of Poems,"Robinson, Edwin Arlington",4
10400,Historie van Mejuffrouw Sara Burgerhart,"Deken, Agatha",31
10401,"Personal Memoir of Daniel Drayton, For Four Years and Four Months a Prisoner (For Charity's Sake) in Washington Jail
Including A Narrative Of The Voyage And Capture Of The Schooner Pearl","Drayton, Daniel",8
10402,A Man and His Money,"Isham, Frederic Stewart",11
10403,"'Twixt France and Spain
Or, A Spring in the Pyrenees","Bilbrough, E. Ernest",3
10404,Man-Size,"Raine, William MacLeod",17
10405,"Clarinet Squawk
One Step",Louisiana Five,5
10406,"Heart Bowed Down
Aria from The Bohemian Girl","Tuson, William",15
10407,"A Perfect Day
Waltz","Jacobs-Bond, Carrie",4
10408,"Bring Back My Blushing Rose (""Sally Won't You Come Back"")
Foxtrot Medley","Stamper, Dave",22
10409,The Crisis of the Naval War,"Jellicoe, John Rushworth Jellicoe, Earl",30
1041,Shakespeare's Sonnets,"Shakespeare, William",383
10410,The Powers and Maxine,"Merrill, Frank T.",13
10411,By the Sapphire Sea,"Wheeler, Francis",15
10412,El Choclo Tango,National Promenade Band,10
10413,Fancy Little Nancy,"Wadsworth, Frank W.",18
10414,"I Love You, California
March Song","Spencer, Elizabeth",11
10415,Nights of Gladness: Waltz,"Ancliffe, Charles William",8
10416,There's a Little Bit of Bad in Every Good Little Girl,"Rice, Gladys, soprano",15
10417,"Love, Life & Work
Being a Book of Opinions Reasonably Good-Natured Concerning
How to Attain the Highest Happiness for One's Self with the
Least Possible Harm to Others","Hubbard, Elbert",22
10418,The Money Moon: A Romance,"Farnol, Jeffery",70
10419,The Forest Monster of Oz,"Dulabone, Chris",9
1042,"A Reading of Life, with Other Poems","Meredith, George",8
10420,The Principles of Success in Literature,"Lewes, George Henry",15
10421,The Life of Lord Byron,"Galt, John",55
10422,Caesar Dies,"Mundy, Talbot",37
10423,Triplets : Fox Trot,"Green, George Hamilton",0
10424,Caprice Viennois,"Kreisler, Fritz",7
10425,"Torquato Tasso
Ein Schauspiel","Goethe, Johann Wolfgang von",62
10426,Die natürliche Tochter,"Goethe, Johann Wolfgang von",41
10427,Scientific Essays and Lectures,"Kingsley, Charles",8
10428,Die Aufgeregten,"Goethe, Johann Wolfgang von",49
10429,Miss Lulu Bett,"Gale, Zona",15
1043,The Story of Evolution,"McCabe, Joseph",10
10430,Trips to the Moon,"Lucian, of Samosata",77
10431,"Thirty Years a Slave
From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter: Autobiography of Louis Hughes","Hughes, Louis",49
10432,Aunt Jane's Nieces out West,"Baum, L. Frank (Lyman Frank)",16
10433,A Flock of Girls and Boys,"Perry, Nora",13
10434,"Wyandotté; Or, The Hutted Knoll: A Tale","Cooper, James Fenimore",21
10435,"The Atlantic Monthly, Volume 02, No. 12, October, 1858
A Magazine of Literature, Art, and Politics",Various,7
10436,Erick and Sally,"Spyri, Johanna",30
10437,Pulpit and Press (6th Edition),"Eddy, Mary Baker",12
10438,Up the Hill and Over,"Mackay, Isabel Ecclestone",17
10439,"From Yauco to Las Marias
A recent campaign in Puerto Rico by the Independent Regular Brigade under the command of Brig. General Schwan","Herrman, Karl Stephen",12
1044,Extract from Captain Stormfield's Visit to Heaven,"Twain, Mark",146
10440,Tutt and Mr. Tutt,"Train, Arthur Cheney",10
10441,The Green Mouse,"Chambers, Robert W. (Robert William)",27
10442,La Comédie de la mort,"Gautier, Théophile",22
10443,The Rayner-Slade Amalgamation,"Fletcher, J. S. (Joseph Smith)",82
10444,The Peace Negotiations: A Personal Narrative,"Lansing, Robert",24
10445,"American Big Game in Its Haunts
The Book of the Boone and Crockett Club","Grinnell, George Bird",7
10446,"The Green Flag, and Other Stories of War and Sport","Doyle, Arthur Conan",32
10447,October Vagabonds,"Le Gallienne, Richard",2
10448,The Anti-Slavery Harp: A Collection of Songs for Anti-Slavery Meetings,"Brown, William Wells",13
10449,Burnham Breaker,"Greene, Homer",5
1045,Venus and Adonis,"Shakespeare, William",96
10450,"Punch, or the London Charivari, Volume 153, August 22, 1917",Various,8
10451,"Life of Johnson, Volume 5
Tour to the Hebrides (1773) and Journey into North Wales (1774)","Boswell, James",45
10452,Peter's Mother,"De La Pasture, Henry, Mrs.",16
10453,A Practical Physiology: A Text-Book for Higher Schools,"Blaisdell, Albert F. (Albert Franklin)",50
10454,Tales for Young and Old,Various,5
10455,A Golden Book of Venice,"Turnbull, Lawrence, Mrs.",6
10456,"The Atlantic Monthly, Volume 02, No. 11, September, 1858
A Magazine of Literature, Art, and Politics",Various,2
10457,The Lonely Dancer and Other Poems,"Le Gallienne, Richard",5
10458,"Three short works
The Dance of Death, the Legend of Saint Julian the Hospitaller, a Simple Soul.","Flaubert, Gustave",140
10459,The Celtic Twilight,"Yeats, W. B. (William Butler)",231
1046,"God, the Invisible King","Wells, H. G. (Herbert George)",70
10460,When Day is Done,"Guest, Edgar A. (Edgar Albert)",10
10461,Journals of Australian Explorations,"Gregory, Augustus Charles",17
10462,Clarissa Harlowe; or the history of a young lady — Volume 4,"Richardson, Samuel",73
10463,The Little House in the Fairy Wood,"Eliot, Ethel Cook",24
10464,"A Child's Anti-Slavery Book
Containing a Few Words about American Slave Children and Stories
of Slave-Life.",Various,5
10465,"The Outdoor Girls of Deepdale; Or, camping and tramping for fun and health","Hope, Laura Lee",20
10466,Little Saint Elizabeth and Other Stories,"Burnett, Frances Hodgson",42
10467,"A Select Collection of Old English Plays, Volume 8","Hazlitt, William Carew",13
10468,Aunt Jane's Nieces in Society,"Baum, L. Frank (Lyman Frank)",33
10469,Johnny Crow's Garden,"Brooke, L. Leslie (Leonard Leslie)",103
1047,The New Machiavelli,"Wells, H. G. (Herbert George)",70
10470,Nine Hundred Miles,"McGuinn, Roger",16
10471,The World's Greatest Books — Volume 01 — Fiction,"Hammerton, John Alexander, Sir",282
10472,Arthurian Chronicles: Roman de Brut,Wace,49
10473,The Heart of the Range,"White, William Patterson",10
10474,The Lost Naval Papers,"Copplestone, Bennet",10
10475,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 326, August 9, 1828",Various,10
10476,"The Vanishing Man
A Detective Romance","Freeman, R. Austin (Richard Austin)",77
10477,"Beacon Lights of History, Volume 01: The Old Pagan Civilizations","Lord, John",227
10478,"Beacon Lights of History, Volume 02: Jewish Heroes and Prophets","Lord, John",73
10479,"Our Churches and Chapels
Their Parsons, Priests, & Congregations
Being a Critical and Historical Account of Every Place of Worship in Preston",Atticus,16
1048,The Ruling Passion: Tales of Nature and Human Nature,"Van Dyke, Henry",14
10480,Kauppa-Lopo,"Canth, Minna",8
10481,Rautatie,"Aho, Juhani",30
10482,"The Young Mother
Management of Children in Regard to Health","Alcott, William A. (William Andrus)",26
10483,Short Stories Old and New,"Smith, C. Alphonso (Charles Alphonso)",49
10484,"Beacon Lights of History, Volume 03: Ancient Achievements","Lord, John",63
10485,Experiments in Government and the Essentials of the Constitution,"Root, Elihu",7
10486,Twelve Gates to the City,"McGuinn, Roger",4
10487,Alabama Bound,"McGuinn, Roger",21
10488,Away in a Manger,"McGuinn, Roger",6
10489,An English Garner: Critical Essays & Literary Fragments,"Arber, Edward",33
1049,Vanished Arizona: Recollections of the Army Life by a New England Woman,"Summerhayes, Martha",16
10490,The Golden Legend,"Longfellow, Henry Wadsworth",56
10491,"Practice Book, Leland Powers School","Powers, Leland Todd",5
10492,Agnes,"Canth, Minna",21
10493,The Old Bush Songs,"Paterson, A. B. (Andrew Barton)",51
10494,Henry the Second,"Green, Alice Stopford",15
10495,Under King Constantine,"Trask, Katrina",13
10496,"Red Masquerade
Being the Story of the Lone Wolf's Daughter","Vance, Louis Joseph",26
10497,Battle Hymn of the Republic,"Howe, Julia Ward",20
10498,Ain' No Mo' Cane on De Brazis,"McGuinn, Roger",6
10499,Delia's Gone,"McGuinn, Roger",5
105,Persuasion,"Austen, Jane",2685
1050,The Dark Lady of the Sonnets,"Shaw, Bernard",63
10500,Heave Away,"McGuinn, Roger",4
10501,The Whale Catchers,"McGuinn, Roger",11
10502,Vecchie Storie,"De Marchi, Emilio",14
10503,John Henry,"McGuinn, Roger",7
10504,Liverpool Gals,"McGuinn, Roger",8
10505,Waltzing Matilda,"McGuinn, Roger",6
10506,"Romance de lobos, comedia barbara","Valle-Inclán, Ramón del",63
10507,"Mary, Erzählung","Bjørnson, Bjørnstjerne",16
10508,"The Sorrows of a Show Girl
A Story of the Great ""White Way""","McGaffey, Kenneth",4
10509,The Bars of Iron,"Dell, Ethel M. (Ethel May)",23
1051,Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,"Carlyle, Thomas",177
10510,Inaugural Presidential Address,"Clinton, Bill",9
10511,"A Rogue by Compulsion
An Affair of the Secret Service","Bridges, Victor",7
10512,Het portret van Dorian Gray,"Wilde, Oscar",81
10513,"On the Seashore
Cassell's ""Eyes and No Eyes"" Series, Book VII","Smith, R. Cadwallader",15
10514,"De jongere generatie
gesprekken met vertegenwoordigers van de nieuwere richting in onze
literatuur; tevens een enquête naar enkele beginselen in ons nationaal
geestelijk leven","D'Oliveira, E. (Elias)",7
10515,Rhymes of a Roughneck,"Cotter, Frank J.",9
10516,Bits about Home Matters,"Jackson, Helen Hunt",34
10517,"Government and Rebellion
A Sermon Delivered in the North Broad Street Presbyterian Church, Sunday Morning, April 28, 1861","Adams, E. E. (Ezra Eastman)",32
10518,Poems,"Hay, John",3
10519,Mercy Philbrick's Choice,"Jackson, Helen Hunt",14
1052,"Step by Step; Or, Tidy's Way to Freedom",American Tract Society,9
10520,"The Compleat Cook
Expertly Prescribing the Most Ready Wayes, Whether Italian,
Spanish or French, for Dressing of Flesh and Fish, Ordering
Of Sauces or Making of Pastry",W. M.,118
10521,"The Primadonna
A Sequel to ""Fair Margaret""","Crawford, F. Marion (Francis Marion)",7
10522,"Beacon Lights of History, Volume 04: Imperial Antiquity","Lord, John",60
10523,Alcestis,Euripides,45
10524,We Wish You a Merry Christmas,"McGuinn, Roger",2
10525,Michael Row the Boat Ashore,"McGuinn, Roger",23
10526,Nancy Whiskey,"McGuinn, Roger",9
10527,On the Banks of the Ohio,"McGuinn, Roger",9
10528,I Heard the Bells on Christmas Day,"Longfellow, Henry Wadsworth",20
10529,I am a Pilgrim,"McGuinn, Roger",12
1053,Within the Tides: Tales,"Conrad, Joseph",35
10530,Ride Railroad Bill,"McGuinn, Roger",6
10531,"Beacon Lights of History, Volume 05: The Middle Ages","Lord, John",113
10532,"Beacon Lights of History, Volume 06: Renaissance and Reformation","Lord, John",79
10533,"Beacon Lights of History, Volume 07: Great Women","Lord, John",67
10534,The Double Traitor,"Oppenheim, E. Phillips (Edward Phillips)",23
10535,"Jingle Bells
Or, The One Horse Open Sleigh","Pierpont, James",6
10536,Project Gutenberg Fanfare,"Erickson, Joel A.",3
10537,The Governors,"Oppenheim, E. Phillips (Edward Phillips)",14
10538,Hyacinth,"Birmingham, George A.",7
10539,In the Riding-School; Chats with Esmeralda,"Browne, Theo. Stephenson",11
1054,A Collection of Ballads,"Lang, Andrew",19
10540,Mother Carey's Chickens,"Wiggin, Kate Douglas Smith",29
10541,"Children's Classics in Dramatic Form
A Reader for the Fourth Grade","Stevenson, Augusta",96
10542,"The Boats of the ""Glen Carrig""
Being an account of their Adventures in the Strange places of the Earth, after the foundering of the good ship Glen Carrig through striking upon a hidden rock in the unknown seas to the Southward; as told by John Winterstraw, Gent., to his son James Winterstraw, in the year 1757, and by him committed very properly and legibly to manuscript","Hodgson, William Hope",93
10543,"Norwegian Life
An Account of Past and Contemporary Conditions and Progress in Norway and Sweden","Clough, Ethlyn T.",9
10544,"Punchinello, Volume 2, No. 37, December 10, 1870",Various,5
10545,"The Sea Lions; Or, The Lost Sealers","Cooper, James Fenimore",20
10546,So Runs the World,"Sienkiewicz, Henryk",22
10547,Topsy-Turvy,"Verne, Jules",36
10548,The Westcotes,"Quiller-Couch, Arthur",11
10549,A Romance of the Republic,"Child, Lydia Maria",5
1055,'Twixt Land & Sea: Tales,"Conrad, Joseph",46
10550,"A Select Collection of Old English Plays, Volume 9","Dodsley, Robert",23
